"id","code","name","subjects","display_order","is_active"
136,"D64","Ngữ văn, Lịch sử, Tiếng Pháp","[""literature"", ""history"", ""french""]",136,True
137,"D65","Ngữ văn, Lịch sử, Tiếng Trung","[""literature"", ""history"", ""chinese""]",137,True
138,"D66","Ngữ văn, Giáo dục công dân, Tiếng Anh","[""literature"", ""civic_education"", ""english""]",138,True
139,"D67","Ngữ văn, Giáo dục công dân, Tiếng Đức","[""literature"", ""civic_education"", ""german""]",139,True
140,"D68","Ngữ văn, Giáo dục công dân, Tiếng Nga","[""literature"", ""civic_education"", ""russian""]",140,True
141,"D69","Ngữ văn, Giáo dục công dân, Tiếng Nhật","[""literature"", ""civic_education"", ""japanese""]",141,True
142,"D70","Ngữ văn, Giáo dục công dân, Tiếng Pháp","[""literature"", ""civic_education"", ""french""]",142,True
143,"D71","Ngữ văn, Giáo dục công dân, Tiếng Trung","[""literature"", ""civic_education"", ""chinese""]",143,True
144,"D72","Ngữ văn, Khoa học tự nhiên, Tiếng Anh","[""literature"", ""natural_science"", ""english""]",144,True
145,"D73","Ngữ văn, Khoa học tự nhiên, Tiếng Đức","[""literature"", ""natural_science"", ""german""]",145,True
146,"D74","Ngữ văn, Khoa học tự nhiên, Tiếng Nga","[""literature"", ""natural_science"", ""russian""]",146,True
147,"D75","Ngữ văn, Khoa học tự nhiên, Tiếng Nhật","[""literature"", ""natural_science"", ""japanese""]",147,True
148,"D76","Ngữ văn, Khoa học tự nhiên, Tiếng Pháp","[""literature"", ""natural_science"", ""french""]",148,True
149,"D77","Ngữ văn, Khoa học tự nhiên, Tiếng Trung","[""literature"", ""natural_science"", ""chinese""]",149,True
150,"D78","Ngữ văn, Khoa học xã hội, Tiếng Anh","[""literature"", ""social_science"", ""english""]",150,True
151,"D79","Ngữ văn, Khoa học xã hội, Tiếng Đức","[""literature"", ""social_science"", ""german""]",151,True
152,"D80","Ngữ văn, Khoa học xã hội, Tiếng Nga","[""literature"", ""social_science"", ""russian""]",152,True
153,"D81","Ngữ văn, Khoa học xã hội, Tiếng Nhật","[""literature"", ""social_science"", ""japanese""]",153,True
154,"D82","Ngữ văn, Khoa học xã hội, Tiếng Pháp","[""literature"", ""social_science"", ""french""]",154,True
155,"D83","Ngữ văn, Khoa học xã hội, Tiếng Trung","[""literature"", ""social_science"", ""chinese""]",155,True
156,"D84","Toán, Giáo dục công dân, Tiếng Anh","[""math"", ""civic_education"", ""english""]",156,True
157,"D85","Toán, Giáo dục công dân, Tiếng Đức","[""math"", ""civic_education"", ""german""]",157,True
158,"D86","Toán, Giáo dục công dân, Tiếng Nga","[""math"", ""civic_education"", ""russian""]",158,True
159,"D87","Toán, Giáo dục công dân, Tiếng Pháp","[""math"", ""civic_education"", ""french""]",159,True
160,"D88","Toán, Giáo dục công dân, Tiếng Nhật","[""math"", ""civic_education"", ""japanese""]",160,True
161,"D89","Toán, Giáo dục công dân, Tiếng Trung","[""math"", ""civic_education"", ""chinese""]",161,True
162,"D90","Toán, Khoa học tự nhiên, Tiếng Anh","[""math"", ""natural_science"", ""english""]",162,True
163,"D91","Toán, Khoa học tự nhiên, Tiếng Pháp","[""math"", ""natural_science"", ""french""]",163,True
164,"D92","Toán, Khoa học tự nhiên, Tiếng Đức","[""math"", ""natural_science"", ""german""]",164,True
165,"D93","Toán, Khoa học tự nhiên, Tiếng Nga","[""math"", ""natural_science"", ""russian""]",165,True
166,"D94","Toán, Khoa học tự nhiên, Tiếng Nhật","[""math"", ""natural_science"", ""japanese""]",166,True
167,"D95","Toán, Khoa học tự nhiên, Tiếng Trung","[""math"", ""natural_science"", ""chinese""]",167,True
168,"D96","Toán, Khoa học xã hội, Tiếng Anh","[""math"", ""social_science"", ""english""]",168,True
169,"D97","Toán, Khoa học xã hội, Tiếng Pháp","[""math"", ""social_science"", ""french""]",169,True
170,"D98","Toán, Khoa học xã hội, Tiếng Đức","[""math"", ""social_science"", ""german""]",170,True
